id_pedido;produto;categoria;fornecedor;status;custo_unitario;quantidade;lead_time_dias;custo_frete
PED-1531;Circuito Impresso;Eletrônicos;Global Shipping;Atrasado;USD 430,23;323 unidades;27;R$ 680,84
PED-1532;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Entregue;USD 464,62;255 unidades;16;R$ 522,78
PED-1533;Chapa de Aço;Metalurgia;Delta Matérias-Primas;Entregue;USD 144,52;382 unidades;16;R$ 458,41
PED-1534;Cabo de Cobre;Metalurgia;Sudeste Express;Entregue;USD 156,94;464 unidades;12;R$ 488,44
PED-1535;Cabo de Cobre;Metalurgia;Sudeste Express;Entregue;USD 153,46;20 unidades;19;R$ 539,29
PED-1536;Chapa de Aço;Metalurgia;Sul Metais;Atrasado;USD 153,21;180 unidades;12;R$ 415,42
PED-1537;Válvula Hidráulica;Mecânica;Amazonas Tech;Em trânsito;USD 250,76;43 unidades;54;R$ 889,41
PED-1538;Motor de Passo;Mecânica;Amazonas Tech;Entregue;USD 216,33;388 unidades;34;R$ 876,82
PED-1539;Resina Epoxi;Química;Amazonas Tech;Entregue;USD 181,4;347 unidades;34;R$ 851,14
PED-1540;Cabo de Cobre;Metalurgia;Delta Matérias-Primas;Em trânsito;USD 196,2;263 unidades;17;R$ 655,29
PED-1541;Motor de Passo;Mecânica;Nordeste Distribuidora;Entregue;USD 184,59;71 unidades;21;R$ 541,99
PED-1542;Caixa Papelão;Embalagens;Global Shipping;Entregue;USD 170,06;310 unidades;24;R$ 766,23
PED-1543;Cabo de Cobre;Metalurgia;Nordeste Distribuidora;Entregue;USD 184,91;359 unidades;14;R$ 690,67
PED-1544;Chapa de Aço;Metalurgia;Sul Metais;Em trânsito;USD 114,6;61 unidades;8;R$ 582,97
PED-1545;Cabo de Cobre;Metalurgia;Global Shipping;Entregue;USD 172,09;456 unidades;27;R$ 609,32
PED-1546;Polímero Industrial;Química;Nordeste Distribuidora;Entregue;USD 213,88;292 unidades;19;R$ 562,91
PED-1547;Chapa de Aço;Metalurgia;LogTech Brasil;Entregue;USD 143,18;242 unidades;5;R$ 373,43
PED-1548;Polímero Industrial;Química;Bahia Peças;Em trânsito;USD 113,06;279 unidades;12;R$ 418,9
PED-1549;Caixa Papelão;Embalagens;Norte Logística;Atrasado;USD 174,1;119 unidades;22;R$ 538,74
PED-1550;Sensor Prototipo;Eletrônicos;Amazonas Tech;Em trânsito;USD 564,23;188 unidades;26;R$ 952,58
PED-1551;Circuito Impresso;Eletrônicos;Indústrias Alfa;Entregue;USD 405,11;309 unidades;17;R$ 508,27
PED-1552;Caixa Papelão;Embalagens;LogTech Brasil;Atrasado;USD 163,02;358 unidades;4;R$ 363,13
PED-1553;Cabo de Cobre;Metalurgia;Nordeste Distribuidora;Entregue;USD 195,9;100 unidades;19;R$ 553,6
PED-1554;Caixa Papelão;Embalagens;LogTech Brasil;Entregue;USD 151,61;217 unidades;6;R$ 360,46
PED-1555;Válvula Hidráulica;Mecânica;Indústrias Alfa;Entregue;USD 159,88;348 unidades;13;R$ 498,93
PED-1556;Válvula Hidráulica;Mecânica;Bahia Peças;Em trânsito;USD 158,01;338 unidades;19;R$ 617,71
PED-1557;Chapa de Aço;Metalurgia;Sudeste Express;Atrasado;USD 112,53;355 unidades;13;R$ 537,39
PED-1558;Caixa Papelão;Embalagens;Amazonas Tech;Atrasado;USD 245,22;161 unidades;41;R$ 911,04
PED-1559;Válvula Hidráulica;Mecânica;Sul Metais;Atrasado;USD 80,39;19 unidades;11;R$ 564,39
PED-1560;Sensor Prototipo;Eletrônicos;Norte Logística;Em trânsito;USD 394,87;174 unidades;12;R$ 518,46
PED-1561;Caixa Papelão;Embalagens;Norte Logística;Em trânsito;USD 146,42;388 unidades;13;R$ 623,59
PED-1562;Resina Epoxi;Química;LogTech Brasil;Em trânsito;USD 138,24;267 unidades;4;R$ 432,61
PED-1563;Polímero Industrial;Química;Indústrias Alfa;Atrasado;USD 154,81;59 unidades;16;R$ 538,11
PED-1564;Válvula Hidráulica;Mecânica;Indústrias Alfa;Entregue;USD 131,73;27 unidades;9;R$ 604,85
PED-1565;Cabo de Cobre;Metalurgia;Indústrias Alfa;Entregue;USD 120,66;329 unidades;16;R$ 492,7
PED-1566;Cabo de Cobre;Metalurgia;Delta Matérias-Primas;Atrasado;USD 184,73;169 unidades;10;R$ 520,58
PED-1567;Resina Epoxi;Química;Sul Metais;Entregue;USD 146,96;87 unidades;11;R$ 493,15
PED-1568;Chapa de Aço;Metalurgia;Sudeste Express;Atrasado;USD 157,15;461 unidades;15;R$ 536,32
PED-1569;Válvula Hidráulica;Mecânica;Bahia Peças;Entregue;USD 106,8;48 unidades;9;R$ 545,05
PED-1570;Polímero Industrial;Química;Indústrias Alfa;Em trânsito;USD 148,33;425 unidades;12;R$ 547,1
PED-1571;Sensor Prototipo;Eletrônicos;Amazonas Tech;Em trânsito;USD 570,96;145 unidades;37;R$ 925,96
PED-1572;Motor de Passo;Mecânica;Nordeste Distribuidora;Atrasado;USD 136,99;114 unidades;19;R$ 641,43
PED-1573;Válvula Hidráulica;Mecânica;LogTech Brasil;Em trânsito;USD 172,52;114 unidades;4;R$ 309,14
PED-1574;Cabo de Cobre;Metalurgia;LogTech Brasil;Entregue;USD 193,65;280 unidades;5;R$ 343,36
PED-1575;Polímero Industrial;Química;LogTech Brasil;Entregue;USD 163,5;245 unidades;6;R$ 295,02
PED-1576;Resina Epoxi;Química;Sudeste Express;Entregue;USD 148,15;81 unidades;16;R$ 562,39
PED-1577;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Entregue;USD 497,52;361 unidades;22;R$ 528,07
PED-1578;Circuito Impresso;Eletrônicos;Sudeste Express;Atrasado;USD 429,95;294 unidades;12;R$ 650,71
PED-1579;Motor de Passo;Mecânica;LogTech Brasil;Entregue;USD 138,54;184 unidades;4;R$ 437,49
PED-1580;Sensor Prototipo;Eletrônicos;Bahia Peças;Em trânsito;USD 413,47;484 unidades;19;R$ 466,09
PED-1581;Caixa Papelão;Embalagens;Sudeste Express;Atrasado;USD 118,42;175 unidades;15;R$ 540,09
PED-1582;Motor de Passo;Mecânica;Delta Matérias-Primas;Em trânsito;USD 171,76;29 unidades;21;R$ 577,42
PED-1583;Chapa de Aço;Metalurgia;Delta Matérias-Primas;Em trânsito;USD 212,82;48 unidades;21;R$ 540,55
PED-1584;Chapa de Aço;Metalurgia;Indústrias Alfa;Entregue;USD 153,94;477 unidades;13;R$ 415,95
PED-1585;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Entregue;USD 148,42;358 unidades;10;R$ 547,08
PED-1586;Motor de Passo;Mecânica;Norte Logística;Atrasado;USD 135,79;90 unidades;13;R$ 558,33
PED-1587;Polímero Industrial;Química;Amazonas Tech;Entregue;USD 214,05;54 unidades;55;R$ 818,94
PED-1588;Válvula Hidráulica;Mecânica;Sudeste Express;Entregue;USD 163,57;383 unidades;12;R$ 463,63
PED-1589;Motor de Passo;Mecânica;Norte Logística;Entregue;USD 154,09;229 unidades;17;R$ 637,62
PED-1590;Caixa Papelão;Embalagens;Norte Logística;Entregue;USD 151,74;460 unidades;14;R$ 513,89
PED-1591;Válvula Hidráulica;Mecânica;Norte Logística;Atrasado;USD 164,93;101 unidades;15;R$ 639,59
PED-1592;Sensor Prototipo;Eletrônicos;LogTech Brasil;Entregue;USD 410,55;377 unidades;4;R$ 385,92
PED-1593;Resina Epoxi;Química;Nordeste Distribuidora;Em trânsito;USD 155,87;198 unidades;25;R$ 507,1
PED-1594;Cabo de Cobre;Metalurgia;Delta Matérias-Primas;Entregue;USD 187,63;423 unidades;16;R$ 539,63
PED-1595;Resina Epoxi;Química;LogTech Brasil;Entregue;USD 166,67;392 unidades;5;R$ 294,39
PED-1596;Polímero Industrial;Química;LogTech Brasil;Entregue;USD 115,2;330 unidades;7;R$ 436,9
PED-1597;Cabo de Cobre;Metalurgia;Indústrias Alfa;Entregue;USD 158,63;62 unidades;15;R$ 480,66
PED-1598;Motor de Passo;Mecânica;Norte Logística;Atrasado;USD 153,93;258 unidades;12;R$ 537,76
PED-1599;Chapa de Aço;Metalurgia;Nordeste Distribuidora;Atrasado;USD 197,48;324 unidades;16;R$ 603,46
PED-1600;Resina Epoxi;Química;Indústrias Alfa;Atrasado;USD 155,97;417 unidades;14;R$ 534,71
PED-1601;Cabo de Cobre;Metalurgia;Indústrias Alfa;Entregue;USD 160,04;357 unidades;15;R$ 495,96
PED-1602;Resina Epoxi;Química;Indústrias Alfa;Entregue;USD 155,08;177 unidades;16;R$ 547,48
PED-1603;Motor de Passo;Mecânica;Sul Metais;Em trânsito;USD 126,34;328 unidades;11;R$ 415,3
PED-1604;Motor de Passo;Mecânica;LogTech Brasil;Entregue;USD 170,57;321 unidades;6;R$ 381,5
PED-1605;Sensor Prototipo;Eletrônicos;Bahia Peças;Em trânsito;USD 412,25;215 unidades;12;R$ 569,56
PED-1606;Motor de Passo;Mecânica;Indústrias Alfa;Atrasado;USD 98,04;40 unidades;16;R$ 565,11
PED-1607;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Entregue;USD 198,11;282 unidades;19;R$ 582,85
PED-1608;Polímero Industrial;Química;Delta Matérias-Primas;Atrasado;USD 226,28;85 unidades;21;R$ 513,37
PED-1609;Resina Epoxi;Química;Bahia Peças;Em trânsito;USD 170,07;346 unidades;16;R$ 515,18
PED-1610;Circuito Impresso;Eletrônicos;LogTech Brasil;Entregue;USD 391,13;52 unidades;3;R$ 291,53
PED-1611;Polímero Industrial;Química;Delta Matérias-Primas;Em trânsito;USD 163,63;435 unidades;15;R$ 547,13
PED-1612;Chapa de Aço;Metalurgia;Nordeste Distribuidora;Entregue;USD 175,13;223 unidades;19;R$ 583,53
PED-1613;Cabo de Cobre;Metalurgia;Sul Metais;Em trânsito;USD 108,35;301 unidades;11;R$ 474,11
PED-1614;Cabo de Cobre;Metalurgia;Delta Matérias-Primas;Atrasado;USD 158,48;461 unidades;18;R$ 577,39
PED-1615;Chapa de Aço;Metalurgia;Bahia Peças;Entregue;USD 176,94;240 unidades;20;R$ 543,62
PED-1616;Caixa Papelão;Embalagens;Nordeste Distribuidora;Atrasado;USD 180,85;224 unidades;10;R$ 571,27
PED-1617;Resina Epoxi;Química;Sul Metais;Entregue;USD 150,59;131 unidades;12;R$ 544,62
PED-1618;Polímero Industrial;Química;Sudeste Express;Entregue;USD 157,53;491 unidades;15;R$ 586,04
PED-1619;Circuito Impresso;Eletrônicos;Indústrias Alfa;Entregue;USD 368,29;468 unidades;10;R$ 498,22
PED-1620;Sensor Prototipo;Eletrônicos;Sul Metais;Em trânsito;USD 337,1;55 unidades;9;R$ 479,21
PED-1621;Polímero Industrial;Química;Indústrias Alfa;Em trânsito;USD 139,22;479 unidades;15;R$ 527,14
PED-1622;Chapa de Aço;Metalurgia;Global Shipping;Entregue;USD 181,04;103 unidades;21;R$ 576,83
PED-1623;Caixa Papelão;Embalagens;Indústrias Alfa;Entregue;USD 191,49;169 unidades;17;R$ 549,9
PED-1624;Resina Epoxi;Química;Delta Matérias-Primas;Entregue;USD 162,47;391 unidades;14;R$ 498,95
PED-1625;Motor de Passo;Mecânica;Sul Metais;Entregue;USD 152,03;66 unidades;10;R$ 479,54
PED-1626;Polímero Industrial;Química;LogTech Brasil;Entregue;USD 125,85;122 unidades;5;R$ 416,62
PED-1627;Resina Epoxi;Química;Amazonas Tech;Entregue;USD 232,8;58 unidades;39;R$ 1005,85
PED-1628;Sensor Prototipo;Eletrônicos;Global Shipping;Em trânsito;USD 397,87;358 unidades;23;R$ 591,08
PED-1629;Polímero Industrial;Química;LogTech Brasil;Entregue;USD 150,14;487 unidades;5;R$ 331,15
PED-1630;Cabo de Cobre;Metalurgia;Bahia Peças;Em trânsito;USD 100,72;306 unidades;17;R$ 532,61
PED-1631;Caixa Papelão;Embalagens;Indústrias Alfa;Em trânsito;USD 134,5;320 unidades;18;R$ 500,41
PED-1632;Polímero Industrial;Química;Bahia Peças;Em trânsito;USD 110,99;278 unidades;13;R$ 521,96
PED-1633;Válvula Hidráulica;Mecânica;LogTech Brasil;Atrasado;USD 184,8;49 unidades;3;R$ 370,26
PED-1634;Polímero Industrial;Química;Bahia Peças;Entregue;USD 178,28;389 unidades;16;R$ 496,2
PED-1635;Resina Epoxi;Química;Global Shipping;Em trânsito;USD 183,91;247 unidades;27;R$ 631,24
PED-1636;Válvula Hidráulica;Mecânica;Indústrias Alfa;Atrasado;USD 165,77;229 unidades;21;R$ 578,31
PED-1637;Caixa Papelão;Embalagens;Delta Matérias-Primas;Atrasado;USD 141,27;314 unidades;17;R$ 565,75
PED-1638;Cabo de Cobre;Metalurgia;Norte Logística;Atrasado;USD 154,84;180 unidades;16;R$ 537,41
PED-1639;Polímero Industrial;Química;Norte Logística;Entregue;USD 172,75;359 unidades;17;R$ 550,2
PED-1640;Motor de Passo;Mecânica;Sul Metais;Em trânsito;USD 121,15;142 unidades;15;R$ 477,79
PED-1641;Caixa Papelão;Embalagens;Indústrias Alfa;Em trânsito;USD 142,49;44 unidades;17;R$ 503,84
PED-1642;Circuito Impresso;Eletrônicos;Sudeste Express;Em trânsito;USD 434,64;452 unidades;14;R$ 492,86
PED-1643;Motor de Passo;Mecânica;Norte Logística;Atrasado;USD 158,2;303 unidades;14;R$ 636,83
PED-1644;Válvula Hidráulica;Mecânica;LogTech Brasil;Atrasado;USD 169,07;446 unidades;5;R$ 410,88
PED-1645;Sensor Prototipo;Eletrônicos;Indústrias Alfa;Atrasado;USD 398,79;384 unidades;14;R$ 402,02
PED-1646;Resina Epoxi;Química;Delta Matérias-Primas;Entregue;USD 192,88;33 unidades;21;R$ 629,61
PED-1647;Sensor Prototipo;Eletrônicos;Amazonas Tech;Entregue;USD 564,55;67 unidades;46;R$ 810,77
PED-1648;Sensor Prototipo;Eletrônicos;Sudeste Express;Entregue;USD 437,68;213 unidades;14;R$ 456,93
PED-1649;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Entregue;USD 442,15;199 unidades;17;R$ 562,64
PED-1650;Motor de Passo;Mecânica;Indústrias Alfa;Atrasado;USD 156,67;17 unidades;17;R$ 502,04
PED-1651;Válvula Hidráulica;Mecânica;Bahia Peças;Entregue;USD 160,3;372 unidades;11;R$ 416,53
PED-1652;Caixa Papelão;Embalagens;Delta Matérias-Primas;Entregue;USD 142,39;227 unidades;19;R$ 536,11
PED-1653;Válvula Hidráulica;Mecânica;LogTech Brasil;Entregue;USD 164,01;444 unidades;6;R$ 241,83
PED-1654;Polímero Industrial;Química;Amazonas Tech;Atrasado;USD 235,9;322 unidades;36;R$ 881,44
PED-1655;Circuito Impresso;Eletrônicos;Sudeste Express;Entregue;USD 423,0;263 unidades;17;R$ 467,19
PED-1656;Sensor Prototipo;Eletrônicos;Norte Logística;Entregue;USD 398,27;395 unidades;19;R$ 569,32
PED-1657;Circuito Impresso;Eletrônicos;LogTech Brasil;Em trânsito;USD 378,99;234 unidades;4;R$ 395,72
PED-1658;Válvula Hidráulica;Mecânica;Norte Logística;Atrasado;USD 156,33;321 unidades;14;R$ 570,39
PED-1659;Sensor Prototipo;Eletrônicos;Sudeste Express;Entregue;USD 440,79;125 unidades;15;R$ 551,78
PED-1660;Motor de Passo;Mecânica;Nordeste Distribuidora;Em trânsito;USD 183,21;211 unidades;10;R$ 562,54
PED-1661;Polímero Industrial;Química;Global Shipping;Em trânsito;USD 150,22;159 unidades;21;R$ 656,41
PED-1662;Cabo de Cobre;Metalurgia;Sudeste Express;Entregue;USD 169,9;490 unidades;15;R$ 474,19
PED-1663;Caixa Papelão;Embalagens;LogTech Brasil;Entregue;USD 186,92;145 unidades;5;R$ 365,97
PED-1664;Cabo de Cobre;Metalurgia;Global Shipping;Em trânsito;USD 176,45;498 unidades;25;R$ 672,13
PED-1665;Caixa Papelão;Embalagens;Bahia Peças;Em trânsito;USD 128,69;325 unidades;14;R$ 604,3
PED-1666;Resina Epoxi;Química;Bahia Peças;Em trânsito;USD 181,07;487 unidades;20;R$ 502,3
PED-1667;Caixa Papelão;Embalagens;Delta Matérias-Primas;Atrasado;USD 170,92;13 unidades;21;R$ 575,46
PED-1668;Chapa de Aço;Metalurgia;Delta Matérias-Primas;Atrasado;USD 181,7;59 unidades;18;R$ 591,82
PED-1669;Circuito Impresso;Eletrônicos;Sul Metais;Atrasado;USD 357,22;28 unidades;13;R$ 402,11
PED-1670;Chapa de Aço;Metalurgia;Global Shipping;Em trânsito;USD 136,38;124 unidades;24;R$ 716,98
PED-1671;Polímero Industrial;Química;LogTech Brasil;Em trânsito;USD 170,33;179 unidades;3;R$ 279,03
PED-1672;Caixa Papelão;Embalagens;Indústrias Alfa;Atrasado;USD 145,42;137 unidades;19;R$ 443,07
PED-1673;Válvula Hidráulica;Mecânica;Norte Logística;Atrasado;USD 187,46;362 unidades;15;R$ 542,45
PED-1674;Circuito Impresso;Eletrônicos;Bahia Peças;Entregue;USD 414,55;114 unidades;15;R$ 578,82
PED-1675;Polímero Industrial;Química;Indústrias Alfa;Entregue;USD 141,63;268 unidades;11;R$ 507,93
PED-1676;Polímero Industrial;Química;Amazonas Tech;Atrasado;USD 190,26;313 unidades;24;R$ 953,25
PED-1677;Polímero Industrial;Química;Sul Metais;Entregue;USD 164,51;316 unidades;15;R$ 380,68
PED-1678;Circuito Impresso;Eletrônicos;Bahia Peças;Entregue;USD 385,04;479 unidades;14;R$ 557,14
PED-1679;Circuito Impresso;Eletrônicos;LogTech Brasil;Atrasado;USD 388,99;153 unidades;5;R$ 451,04
PED-1680;Válvula Hidráulica;Mecânica;Norte Logística;Em trânsito;USD 160,71;180 unidades;13;R$ 503,05
PED-1681;Resina Epoxi;Química;Amazonas Tech;Em trânsito;USD 225,85;136 unidades;40;R$ 887,14
PED-1682;Sensor Prototipo;Eletrônicos;LogTech Brasil;Entregue;USD 390,47;56 unidades;6;R$ 397,3
PED-1683;Polímero Industrial;Química;Amazonas Tech;Entregue;USD 167,66;140 unidades;29;R$ 865,49
PED-1684;Válvula Hidráulica;Mecânica;Amazonas Tech;Entregue;USD 245,99;471 unidades;47;R$ 926,73
PED-1685;Cabo de Cobre;Metalurgia;Bahia Peças;Em trânsito;USD 128,95;62 unidades;13;R$ 459,55
PED-1686;Caixa Papelão;Embalagens;Norte Logística;Em trânsito;USD 161,48;79 unidades;15;R$ 419,52
PED-1687;Polímero Industrial;Química;Delta Matérias-Primas;Atrasado;USD 142,87;498 unidades;12;R$ 631,22
PED-1688;Circuito Impresso;Eletrônicos;Amazonas Tech;Atrasado;USD 493,31;33 unidades;39;R$ 843,51
PED-1689;Cabo de Cobre;Metalurgia;Sul Metais;Entregue;USD 123,72;414 unidades;14;R$ 537,93
PED-1690;Circuito Impresso;Eletrônicos;Global Shipping;Entregue;USD 416,31;225 unidades;22;R$ 662,02
PED-1691;Chapa de Aço;Metalurgia;Norte Logística;Em trânsito;USD 130,69;157 unidades;17;R$ 501,89
PED-1692;Polímero Industrial;Química;Nordeste Distribuidora;Entregue;USD 213,13;422 unidades;20;R$ 666,86
PED-1693;Válvula Hidráulica;Mecânica;LogTech Brasil;Entregue;USD 158,77;332 unidades;5;R$ 371,38
PED-1694;Motor de Passo;Mecânica;Global Shipping;Atrasado;USD 130,09;77 unidades;29;R$ 650,2
PED-1695;Válvula Hidráulica;Mecânica;LogTech Brasil;Entregue;USD 135,08;24 unidades;5;R$ 373,85
PED-1696;Resina Epoxi;Química;Delta Matérias-Primas;Entregue;USD 185,27;166 unidades;16;R$ 611,65
PED-1697;Polímero Industrial;Química;Nordeste Distribuidora;Atrasado;USD 199,16;258 unidades;21;R$ 524,26
PED-1698;Cabo de Cobre;Metalurgia;Sul Metais;Entregue;USD 129,56;413 unidades;14;R$ 407,0
PED-1699;Polímero Industrial;Química;LogTech Brasil;Em trânsito;USD 173,56;150 unidades;6;R$ 392,0
PED-1700;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Entregue;USD 448,58;451 unidades;20;R$ 566,53
PED-1701;Caixa Papelão;Embalagens;Delta Matérias-Primas;Atrasado;USD 181,91;186 unidades;20;R$ 583,76
PED-1702;Chapa de Aço;Metalurgia;Bahia Peças;Entregue;USD 158,96;289 unidades;15;R$ 543,2
PED-1703;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Entregue;USD 481,37;356 unidades;21;R$ 509,89
PED-1704;Cabo de Cobre;Metalurgia;Bahia Peças;Em trânsito;USD 146,69;493 unidades;14;R$ 620,63
PED-1705;Chapa de Aço;Metalurgia;Indústrias Alfa;Entregue;USD 181,98;354 unidades;12;R$ 458,47
PED-1706;Sensor Prototipo;Eletrônicos;Norte Logística;Atrasado;USD 392,71;75 unidades;15;R$ 561,93
PED-1707;Polímero Industrial;Química;Nordeste Distribuidora;Entregue;USD 182,74;325 unidades;22;R$ 676,06
PED-1708;Polímero Industrial;Química;Delta Matérias-Primas;Atrasado;USD 181,61;490 unidades;17;R$ 685,5
PED-1709;Polímero Industrial;Química;Norte Logística;Em trânsito;USD 148,0;408 unidades;13;R$ 484,79
PED-1710;Cabo de Cobre;Metalurgia;Global Shipping;Em trânsito;USD 180,8;296 unidades;17;R$ 614,52
PED-1711;Circuito Impresso;Eletrônicos;Bahia Peças;Atrasado;USD 409,34;283 unidades;11;R$ 448,29
PED-1712;Caixa Papelão;Embalagens;Nordeste Distribuidora;Entregue;USD 198,13;70 unidades;17;R$ 523,24
PED-1713;Motor de Passo;Mecânica;Sul Metais;Em trânsito;USD 132,49;236 unidades;10;R$ 421,99
PED-1714;Polímero Industrial;Química;Nordeste Distribuidora;Em trânsito;USD 200,39;297 unidades;20;R$ 614,73
PED-1715;Polímero Industrial;Química;Delta Matérias-Primas;Entregue;USD 159,44;140 unidades;16;R$ 632,06
PED-1716;Motor de Passo;Mecânica;Bahia Peças;Em trânsito;USD 146,36;51 unidades;13;R$ 534,28
PED-1717;Válvula Hidráulica;Mecânica;Sudeste Express;Entregue;USD 182,02;171 unidades;14;R$ 470,02
PED-1718;Caixa Papelão;Embalagens;Amazonas Tech;Atrasado;USD 152,96;412 unidades;33;R$ 936,89
PED-1719;Caixa Papelão;Embalagens;Sudeste Express;Atrasado;USD 152,51;382 unidades;12;R$ 534,5
PED-1720;Caixa Papelão;Embalagens;Sul Metais;Entregue;USD 138,99;319 unidades;14;R$ 462,26
PED-1721;Resina Epoxi;Química;Nordeste Distribuidora;Entregue;USD 183,05;336 unidades;15;R$ 654,29
PED-1722;Motor de Passo;Mecânica;Global Shipping;Em trânsito;USD 171,12;404 unidades;23;R$ 704,76
PED-1723;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Entregue;USD 489,98;472 unidades;24;R$ 544,41
PED-1724;Chapa de Aço;Metalurgia;LogTech Brasil;Atrasado;USD 133,85;179 unidades;5;R$ 413,43
PED-1725;Resina Epoxi;Química;Sudeste Express;Atrasado;USD 130,29;243 unidades;9;R$ 542,05
PED-1726;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Em trânsito;USD 463,37;327 unidades;22;R$ 613,91
PED-1727;Cabo de Cobre;Metalurgia;LogTech Brasil;Entregue;USD 152,86;451 unidades;5;R$ 356,88
PED-1728;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Entregue;USD 445,11;191 unidades;23;R$ 580,38
PED-1729;Sensor Prototipo;Eletrônicos;LogTech Brasil;Em trânsito;USD 415,76;43 unidades;6;R$ 461,21
PED-1730;Cabo de Cobre;Metalurgia;Sul Metais;Atrasado;USD 123,85;394 unidades;11;R$ 427,21
PED-1731;Resina Epoxi;Química;Bahia Peças;Entregue;USD 163,31;299 unidades;11;R$ 560,91
PED-1732;Válvula Hidráulica;Mecânica;LogTech Brasil;Entregue;USD 145,58;401 unidades;6;R$ 389,28
PED-1733;Resina Epoxi;Química;Bahia Peças;Em trânsito;USD 156,45;34 unidades;18;R$ 563,14
PED-1734;Caixa Papelão;Embalagens;LogTech Brasil;Entregue;USD 155,97;309 unidades;4;R$ 302,33
PED-1735;Caixa Papelão;Embalagens;Delta Matérias-Primas;Em trânsito;USD 179,59;126 unidades;18;R$ 556,72
PED-1736;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Entregue;USD 435,42;402 unidades;10;R$ 573,43
PED-1737;Cabo de Cobre;Metalurgia;Sudeste Express;Em trânsito;USD 155,52;417 unidades;15;R$ 454,47
PED-1738;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Entregue;USD 216,93;317 unidades;17;R$ 637,92
PED-1739;Polímero Industrial;Química;Global Shipping;Em trânsito;USD 173,41;199 unidades;30;R$ 631,3
PED-1740;Resina Epoxi;Química;Bahia Peças;Em trânsito;USD 160,66;271 unidades;13;R$ 556,29
PED-1741;Resina Epoxi;Química;Amazonas Tech;Entregue;USD 190,69;415 unidades;48;R$ 899,2
PED-1742;Resina Epoxi;Química;Bahia Peças;Atrasado;USD 162,58;262 unidades;15;R$ 455,36
PED-1743;Polímero Industrial;Química;LogTech Brasil;Em trânsito;USD 169,75;427 unidades;3;R$ 289,91
PED-1744;Chapa de Aço;Metalurgia;Amazonas Tech;Em trânsito;USD 224,99;461 unidades;39;R$ 922,81
PED-1745;Polímero Industrial;Química;Global Shipping;Atrasado;USD 162,49;250 unidades;20;R$ 726,71
PED-1746;Polímero Industrial;Química;Sul Metais;Em trânsito;USD 138,68;11 unidades;14;R$ 388,81
PED-1747;Polímero Industrial;Química;Indústrias Alfa;Em trânsito;USD 161,08;489 unidades;18;R$ 572,82
PED-1748;Circuito Impresso;Eletrônicos;Norte Logística;Atrasado;USD 400,51;47 unidades;14;R$ 513,06
